# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -0.618996, -0.214747, -0.882966, 0.354601, 0.946079, 1.23775, 0.82234, 0.963129, 0.690283, 0.446227, 0.169552, 0.171439, 0.448508, 0.675884, 0.181106, 0.0475476, 0.188932, 0.481838, 0.451478, -0.100246, 0.0677889, 0.000835666, 0.444215, 0.138172, 0.416283, 0.310118, 0.498918, 0.576289, 0.369567, 0.811897
0.02, 0.0319375, -1.06158, -0.303629, 0.618855, 0.128605, 0.0872333, 0.0179044, 0.680284, 0.745991, 0.257695, -0.0234237, 0.26064, 0.313993, 0.388598, 0.706535, 0.500276, 0.0718933, 0.667635, 0.474026, 0.089998, 0.0967878, 0.688427, 0.860317, 0.524136, 0.502276, 0.439801, 0.312049, 0.661231, 0.362658, 0.195034, 0.568579
0.04, 0.0319375, -1.53652, -0.21914, -0.506079, -0.70254, 0.355767, 0.228461, -0.00211415, -0.303436, 0.247814, -0.274345, 0.107398, 0.269832, 0.410154, 0.283887, 0.410151, -0.0558974, 0.204804, -0.266998, 0.0131345, 0.03432, -0.0854099, 0.301526, 0.38368, 0.677439, 0.407338, 0.310191, 0.375643, 0.46249, 0.18572, 0.575954
0.06, 0.0319375, -0.700185, -0.862408, -0.43629, -0.512513, -0.874612, -0.0457048, 0.122537, 0.0540654, -0.0260952, -0.108602, -0.0960945, 0.0167176, 0.190431, 0.231583, 0.0817024, -0.181755, 0.149925, -0.460652, -0.30581, -0.403442, 0.286157, 0.168896, 0.270826, 0.326672, 0.15514, 0.282853, 0.36087, 0.0273232, 0.175045, 0.303643
0.08, 0.0319375, -2.16127, -1.20374, -1.32323, -0.936198, -0.746565, -0.314475, -0.00590887, 0.228322, 0.288819, -0.0182327, -0.485747, -0.0514307, -0.00997519, -0.163714, -0.353109, -0.223616, -0.314244, -0.0339747, -0.277491, -0.0514716, -0.0880694, -0.195811, -0.0661257, 0.163915, 0.0808151, 0.0405568, 0.0307302, -0.0861413, -0.105043, -0.0107367
0.1, 0.0319375, -0.545753, -0.393386, -0.310652, 0.189368, -0.0109984, -0.147138, -0.773951, 0.0405556, 0.46949, -0.967289, -0.0146476, 0.0231872, -0.53252, -0.139372, -0.255825, 0.226703, -0.45268, -0.114545, 0.107548, -0.227822, -0.399554, -0.23362, 0.329104, -0.0525945, -0.0765833, 0.110475, 0.348377, 0.196465, 0.0893338, 0.176388
0.12, 0.0319375, -0.726552, -0.491373, -0.575107, -0.351948, 0.395967, -0.270558, -0.311422, -0.564554, -0.509958, -0.548873, -0.223852, -0.0400064, -0.272946, -0.251822, -0.553609, -0.501644, -0.317029, -0.261454, -0.260759, -0.307163, -0.115651, -0.318952, 0.0696646, 0.0636209, 0.192351, 0.233095, 0.0265974, 0.279557, -0.0144263, 0.073177
0.14, 0.0319375, -2.16531, -1.10801, -1.25836, -0.998403, -0.515376, 0.0025533, -0.538587, -0.278282, -0.192808, -0.634581, -0.323164, -0.176677, -0.311096, -0.281892, -0.492203, -0.184468, -0.544179, -0.263339, 0.0896707, 0.0385282, -0.346535, -0.205739, 0.0728814, 0.101697, -0.160182, -0.00292753, 0.402885, 0.287584, -0.170487, -0.0956345
0.16, 0.0319375, -0.864525, 0.12719, 0.660558, 0.68937, 0.680393, 0.555998, -0.109402, 0.0214673, -0.245146, 0.242621, -0.63826, -0.594563, -0.0547655, -0.342602, -0.313992, -0.266557, -0.679375, -0.310829, 0.0149146, 0.123146, -0.172587, -0.383803, 0.123514, 0.0875971, -0.0488631, -0.134222, 0.183088, 0.11722, 0.458749, 0.178778
0.18, 0.0319375, -0.0463988, 0.663902, -0.206528, -1.28774, -0.370209, 0.183509, -0.584008, 0.288843, 0.206085, -1.01147, 0.0833769, -0.395779, 0.00337911, -0.423874, 0.238932, 0.0570538, -0.249079, -0.151915, 0.118048, 0.0909583, -0.253349, -0.120566, 0.0742926, -0.0166749, 0.440343, 0.0766283, 0.184228, 0.225644, 0.268816, 0.600105
