# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 0.521121, -0.694899, -0.730583, -1.12978, -0.715039, -1.2706, -1.27176, -0.72542, -1.47589, -1.73721, -2.13116, -1.78992, -1.82969, -2.01597, -1.44916, -1.67498, -1.35641, -1.2952, -1.68918, -2.18482, -1.96911, -1.55333, -1.74196, -1.39489, -1.7704, -2.00907, -2.24252, -2.28006, -2.5039, -1.88654
0.02, 0.0319375, 0.264267, -0.258662, -0.346195, -0.39852, -0.877573, -0.121834, 0.328081, 0.375069, 0.293252, -0.317595, -1.14583, -1.50586, -1.27606, -1.61226, -1.80138, -1.30611, -1.51768, -1.48623, -1.92807, -1.69451, -1.30342, -1.34041, -1.31309, -1.37426, -1.70722, -2.07623, -2.18445, -2.25019, -1.9509, -1.93026
0.04, 0.0319375, 0.46494, 0.526676, -0.143934, 0.644667, 1.11656, 0.402338, 1.31506, 0.902209, 1.24155, 1.63332, 0.378039, -0.528829, -0.757609, -0.338009, -0.695328, -0.608764, 0.149592, -0.910834, -1.34035, -1.12341, -0.125973, 0.545656, 0.454132, -0.228225, -0.969781, -1.86265, -2.04957, -2.22216, -2.53685, -2.12528
0.06, 0.0319375, -0.371481, -0.0695469, 0.650409, 1.00995, 1.25721, 1.23053, 1.4309, 1.78569, 2.52906, 2.295, 1.26886, 0.17974, 0.234017, -0.132455, -0.314803, 0.146787, 0.619851, -0.0102171, -0.319566, -0.55023, 0.844022, 1.21992, 1.02142, 0.33456, -0.238583, -0.799823, -1.75048, -2.43023, -2.31205, -1.44172
0.08, 0.0319375, 1.38646, 0.894039, 1.09047, 1.63906, 1.46488, 1.14805, 1.54368, 2.0295, 2.86597, 2.77884, 2.61866, 0.6653, 0.846268, 0.93434, 0.919844, 1.39557, 2.17533, 0.598213, 0.39051, 0.685619, 1.76878, 1.77217, 1.81584, 1.37826, 0.427497, -0.302335, -1.23289, -1.94953, -1.71853, -0.417705
0.1, 0.0319375, 1.58527, 2.13844, 1.25331, 1.61586, 1.99532, 1.81133, 2.38218, 2.69771, 2.87684, 3.35194, 2.66714, 1.55572, 1.23542, 0.386846, 0.43351, 1.32965, 1.73111, 1.4012, 0.811519, 0.696183, 1.55092, 1.82296, 2.18632, 1.80089, 0.550508, 0.0692512, -0.623834, -1.1463, -1.27948, -0.132887
0.12, 0.0319375, 1.86116, 2.10235, 1.04991, 1.47956, 2.28096, 2.34422, 2.54484, 2.72309, 3.35458, 2.68253, 2.04651, 1.05651, 1.57563, 1.42905, 1.25789, 1.34816, 2.30995, 1.36949, 0.953471, 0.789067, 1.94931, 2.4392, 2.14571, 1.80396, 1.24357, 0.61037, -0.410685, -1.00217, -1.0633, 0.321638
0.14, 0.0319375, 1.11539, 2.04677, 1.77532, 2.24152, 2.90099, 2.54084, 2.65155, 2.64329, 2.72724, 3.85692, 3.11678, 1.34013, 1.41739, 1.72886, 1.32264, 1.83147, 2.01852, 1.68016, 0.848715, 0.873044, 2.29535, 2.69996, 2.62682, 2.13232, 1.31101, 0.705521, -0.0885333, -0.318195, -0.752644, 0.657634
0.16, 0.0319375, 2.08674, 1.95165, 2.01735, 2.59071, 2.27606, 1.87, 2.35788, 2.95541, 3.14809, 3.90124, 3.04081, 1.46995, 1.70906, 2.10572, 1.2275, 1.78907, 2.91096, 1.89521, 0.952919, 0.854825, 2.19551, 2.51731, 2.55145, 1.79295, 1.14499, 0.586183, 0.130153, -0.396172, -0.476045, 0.833063
0.18, 0.0319375, 1.46772, 2.14808, 1.99817, 1.85706, 1.91421, 1.97717, 2.33945, 2.87733, 3.35566, 2.91717, 2.35141, 1.35744, 1.47344, 1.71676, 1.28748, 1.5869, 2.8113, 1.52054, 1.29595, 1.40767, 2.92346, 3.3752, 2.97562, 2.42164, 1.33251, 0.987748, 0.373738, -0.301877, -0.663828, 0.892963
