# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 1.20509, 1.56647, 1.63086, 1.60766, 1.52666, 0.768227, -0.425857, -0.49679, -0.477559, -0.675257, -0.313651, -0.433244, -0.288515, -1.18981, -1.31081, -0.78729, -0.138429, 0.278961, -0.297886, -0.652477, -0.336773, 0.247948, -0.267428, -0.491186, -0.563594, -1.10531, -0.911888, -1.12573, -2.08704, -2.39837
0.02, 0.0319375, 2.61058, 2.94766, 3.01109, 3.07998, 2.55716, 1.84292, 2.42767, 1.58934, 1.79618, 2.01551, 1.60243, 1.75355, 1.4767, 1.90621, 1.54629, 1.07439, 1.75678, 1.2495, 1.34414, 0.743981, 0.814861, 0.844432, 0.554309, 0.755536, 0.702264, 0.494543, 0.63121, 0.370988, 0.0677405, -0.356322
0.04, 0.0319375, 2.73151, 2.87626, 3.10853, 2.77663, 2.81523, 1.92332, 1.75193, 1.48419, 1.65775, 1.40878, 0.752213, 1.07788, 1.01354, 1.18033, 0.794457, 0.718342, 0.747978, 0.246793, 0.227581, 0.481192, 0.255485, 0.133857, 0.147326, 0.0597317, -0.0982919, -0.0383322, -0.268092, -0.364694, -0.587968, -0.738975
0.06, 0.0319375, 1.82597, 1.96744, 2.30166, 2.37958, 2.10432, 1.29469, 1.08125, 0.91502, 1.75412, 1.35508, 1.45223, 1.48448, 0.946891, 1.03854, 0.350311, 0.83331, 1.0468, 0.52972, 0.764292, 1.0484, 0.923489, 0.250879, -0.233816, -0.134348, 0.36238, 0.236624, 0.348053, 0.122994, -0.361754, -0.125619
0.08, 0.0319375, 2.37903, 2.2045, 2.33301, 2.24837, 1.52819, 1.77163, 1.65365, 1.31905, 1.46478, 1.24008, 1.02106, 0.935408, 1.2137, 0.987571, 0.553683, 0.655173, 0.851643, 0.136036, 0.445588, 0.736673, 0.327222, 0.0370839, 0.0598357, -0.00837449, -0.166234, -0.0751776, -0.188763, -0.107783, -0.290804, -0.537559
0.1, 0.0319375, 2.47026, 2.30923, 2.08299, 1.861, 1.90333, 2.03719, 1.35314, 1.64413, 1.39126, 1.39286, 1.20732, 1.41179, 1.30673, 1.46637, 0.903156, 0.893657, 0.832967, 0.32404, 0.305312, 0.486838, 0.366761, 0.434254, 0.303395, -0.146362, 0.195657, -0.141546, 0.282245, 0.01748, -0.185641, -0.630203
0.12, 0.0319375, 2.27195, 2.86564, 2.45279, 2.03004, 1.93073, 2.342, 2.12567, 1.62109, 1.92657, 1.79913, 1.74058, 2.20483, 1.83487, 1.4883, 1.14898, 0.947788, 0.839713, 1.05271, 0.798278, 0.627133, 0.376637, 0.710101, 0.638992, 0.824188, 0.574036, 0.530307, 0.570007, 0.332046, -0.19451, -0.224645
0.14, 0.0319375, 2.25643, 2.37905, 2.43553, 2.20538, 2.46698, 2.05353, 1.95235, 1.42475, 1.18127, 1.56585, 1.02436, 1.60656, 1.60012, 1.46996, 1.51807, 1.09982, 1.2595, 0.982362, 0.854395, 0.767102, 0.720576, 0.691252, 0.370764, 0.481394, 0.375306, 0.220892, 0.498177, 0.446394, 0.0242844, -0.552994
0.16, 0.0319375, 2.42537, 2.08841, 2.16994, 2.16313, 1.46514, 1.76883, 1.648, 1.66292, 1.27505, 0.628802, 1.21252, 1.21211, 1.47731, 1.2283, 0.734037, 0.919091, 0.927174, 0.578317, 0.521096, 0.701993, 0.59554, 0.630769, 0.241326, -0.309994, -0.061784, 0.0338786, -0.156163, -0.240351, -0.296568, -0.746246
0.18, 0.0319375, 2.83097, 2.8822, 2.50142, 2.15949, 2.46151, 2.20134, 2.38344, 1.67439, 1.96536, 1.9386, 1.65273, 1.68528, 1.86314, 1.92922, 1.81325, 0.971342, 0.84872, 1.10389, 1.11616, 1.03946, 1.42781, 1.06524, 0.64244, 0.692057, 0.638232, 0.65075, 1.07208, 0.475366, 0.517658, -0.155621
0.2, 0.0319375, 2.38023, 1.57232, 1.99349, 2.02155, 2.30963, 2.46862, 0.924999, 1.01824, 1.592, 1.4669, 1.07148, 1.38339, 1.80064, 1.95256, 0.474299, 0.862723, 0.898311, 0.955255, 0.948848, 1.05446, 0.917908, 0.708282, 0.425074, 0.660542, 0.642295, 0.284369, 0.254291, 0.0428218, 0.100882, -0.125063
0.22, 0.0319375, 1.62572, 1.73524, 2.27994, 1.37501, 1.80954, 1.62039, 1.33223, 1.20249, 1.47917, 1.3344, 0.835803, 1.17193, 0.935541, 0.846249, 0.468024, -0.112421, 0.429788, -0.113952, -0.356366, -0.18988, -0.212147, -0.596855, -0.649915, -0.477138, -0.566932, -0.820218, -1.22887, -1.24594, -1.20173, -1.30784
0.24, 0.0319375, 2.49991, 3.24419, 2.96347, 2.45433, 2.94884, 2.75731, 1.51788, 1.49263, 1.58732, 1.63486, 1.32344, 1.58592, 1.81147, 1.44031, 1.57353, 1.42616, 1.21337, 0.936127, 0.734091, 0.565116, 0.90701, 0.958151, 0.880251, 0.707371, 0.838605, 0.217942, 0.442627, 0.53035, 0.672368, -0.0464316
