# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -1.25017, -3.3392, -2.62233, -2.54716, -2.36937, -2.51555, -2.1933, -2.37613, -2.92483, -3.08761, -3.16182, -2.46927, -2.75429, -2.75477, -2.48355, -2.9157, -3.06151, -2.77672, -2.2132, -2.28004, -2.55701, -2.62627, -2.54294, -2.56017, -2.27636, -2.48178, -2.07354, -2.244, -1.83259, -1.86713
0.02, 0.0319375, -1.73326, -2.41939, -2.78115, -2.58817, -2.17647, -1.69193, -1.97948, -2.34613, -2.50612, -2.08249, -2.84263, -3.67188, -3.35643, -2.75848, -2.41622, -2.78486, -3.19951, -3.31153, -3.00605, -2.92445, -2.71271, -2.81083, -2.78949, -2.28156, -2.13188, -2.38096, -1.95691, -1.77413, -0.922728, -1.3277
0.04, 0.0319375, -0.883206, -1.72313, -2.2476, -2.34703, -2.0191, -2.30433, -1.8188, -2.61568, -2.94499, -2.67622, -2.80799, -2.68923, -2.87628, -2.57407, -2.58182, -3.02451, -2.5766, -2.77745, -2.70555, -2.38268, -2.95259, -3.05374, -2.6462, -2.69137, -2.51361, -2.39992, -2.47488, -1.89859, -2.10615, -1.98013
0.06, 0.0319375, -1.3526, -1.88929, -2.16879, -2.79687, -2.19609, -2.81575, -1.98587, -2.79899, -2.30757, -2.41501, -2.91735, -2.53889, -2.57315, -2.66611, -2.862, -2.90759, -2.96077, -2.51381, -2.74769, -2.63707, -2.88671, -2.94057, -2.24224, -2.25694, -2.36142, -2.19259, -2.23239, -1.99788, -2.05305, -2.12062
0.08, 0.0319375, -1.49826, -1.7622, -2.25236, -2.27629, -2.25133, -2.18967, -2.42072, -1.99947, -2.21888, -2.50054, -3.54037, -2.9099, -2.86941, -2.73153, -2.38386, -2.74907, -2.75546, -2.59849, -2.72262, -2.76419, -2.69879, -2.73912, -2.67096, -2.67016, -2.92267, -2.53514, -2.1644, -1.59125, -1.54363, -1.78933
0.1, 0.0319375, 0.776458, 1.01638, 0.897423, 0.801256, 0.392322, 0.388853, 1.06029, 1.601, 1.46017, 1.72339, 1.68637, 1.04566, 0.738257, 1.83137, 1.56403, 1.93706, 2.30719, 2.05526, 2.4277, 2.59554, 1.87188, 1.53496, 1.69619, 1.79185, 2.46369, 2.05109, 2.24742, 2.99628, 3.62552, 3.1758
0.12, 0.0319375, 0.801889, 1.03625, 1.3158, 1.77548, 1.98294, 0.982678, 1.30144, 1.49698, 1.38084, 1.14682, 1.0868, 1.47537, 1.84953, 2.0462, 1.63254, 2.38812, 2.07352, 1.7558, 2.1548, 2.47303, 1.58803, 1.53729, 2.27869, 2.18675, 2.30541, 2.65921, 2.71247, 2.81301, 2.78673, 2.86506
0.14, 0.0319375, -0.807176, -0.600282, -1.55633, -0.605362, -0.368502, -0.90202, -0.52182, -0.312123, 0.056082, -0.307488, -0.316098, -0.164667, 0.321188, 0.631785, 0.232497, 0.712865, 0.662776, 0.710827, 0.795135, 1.4988, 1.24397, 0.94945, 1.22053, 1.10239, 0.919465, 1.41075, 1.38535, 1.41535, 1.33723, 1.75038
0.16, 0.0319375, 0.00451664, -0.6968, -0.939577, -1.22526, -0.954455, -0.184642, -0.606583, -0.488415, -1.00979, -0.830961, -0.82405, -0.236502, -0.121607, -0.380277, 0.418444, 0.345742, 0.35048, 0.550268, 0.571347, 0.620817, 0.260605, -0.0268192, 0.415789, 0.5329, 0.608261, 0.574166, 0.56429, 1.12387, 1.19409, 1.29097
0.18, 0.0319375, -1.22385, -1.30845, -1.88619, -1.98569, -1.60391, -0.77899, -1.0264, -1.47328, -0.962855, -0.630032, -0.676981, -0.584169, -0.378135, 0.078887, 0.134624, 0.374673, -0.0022326, 0.0397431, -0.176156, 0.177124, 0.0561625, 0.084954, 0.0156016, 0.286197, 0.583951, 0.828848, 0.587055, 0.885475, 0.805773, 0.743958
