# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -0.932306, -0.644392, -0.689785, -1.51984, -2.14081, -1.64654, -2.05327, -2.04781, -2.49804, -2.81457, -3.09719, -2.63838, -2.23923, -2.31985, -2.87168, -2.57815, -2.58469, -2.08832, -2.60105, -2.47624, -2.4659, -2.45773, -2.09167, -2.20889, -2.52178, -2.17287, -1.7682, -1.88826, -2.04191, -1.78325
0.02, 0.0319375, -0.714953, -0.549227, -0.480388, -1.29224, -1.21192, -1.4974, -1.87201, -2.1804, -1.92023, -2.31455, -3.02874, -3.0057, -3.07941, -3.15135, -2.85153, -2.16762, -2.32785, -2.59363, -2.61596, -2.52961, -2.56291, -2.65175, -2.89169, -2.52584, -2.48152, -2.18916, -2.1979, -1.98581, -2.14736, -1.83237
0.04, 0.0319375, 0.15104, -0.175322, -0.814922, -0.85211, -0.646597, -0.612075, -0.619965, -1.18397, -1.21673, -1.70804, -1.90334, -1.82551, -1.54329, -1.62081, -2.21256, -2.12787, -1.94456, -1.80244, -2.26334, -2.22247, -2.61743, -2.50343, -2.38439, -2.4085, -2.33284, -2.18038, -1.97255, -2.0527, -2.21392, -2.18234
0.06, 0.0319375, -0.242333, -0.817524, -1.37876, -1.1011, -1.00916, -2.0442, -2.15139, -2.2818, -2.05762, -1.76254, -2.62876, -2.19864, -2.15601, -2.58869, -2.65543, -2.99499, -2.83536, -2.70139, -2.29064, -2.26433, -2.07484, -2.05529, -1.94101, -1.95601, -2.10431, -1.91558, -1.65409, -1.29867, -1.2811, -0.934886
0.08, 0.0319375, -0.77959, -0.283104, -0.661248, -0.840097, -0.854279, -1.75858, -1.95999, -1.86381, -2.09424, -1.98734, -2.4997, -2.37905, -1.95884, -2.25899, -2.86302, -2.64889, -2.32305, -2.08922, -2.2554, -2.58266, -2.29221, -1.9468, -2.20988, -2.54634, -2.31249, -1.8956, -1.96482, -1.70577, -1.99318, -1.6357
0.1, 0.0319375, -1.07341, -0.85011, -1.22747, -1.27074, -1.40347, -1.68923, -1.83562, -2.00855, -2.06234, -2.29202, -2.76778, -2.43683, -2.44787, -2.99349, -2.86425, -2.52276, -2.3508, -2.34743, -2.29884, -2.21958, -2.32826, -2.12175, -2.07638, -2.07598, -2.04616, -2.27725, -1.97815, -2.13274, -1.68559, -1.70429
0.12, 0.0319375, -0.060855, -0.639737, -1.18893, -1.48108, -1.81705, -1.70153, -1.87207, -2.53738, -2.76185, -2.49955, -2.25763, -2.0459, -1.88227, -2.67088, -2.93116, -3.66545, -3.26466, -2.80438, -2.3662, -2.77228, -2.54017, -2.51582, -2.39713, -2.46851, -2.65726, -2.4895, -2.81142, -2.65329, -2.26154, -2.0752
0.14, 0.0319375, -0.529717, -0.257459, -0.907086, -1.63864, -1.49362, -2.02239, -2.66439, -2.43887, -2.52385, -3.07745, -2.6211, -2.67146, -2.38225, -2.68974, -2.6248, -2.45274, -2.52207, -3.12586, -2.23422, -2.14669, -2.06575, -2.42968, -2.18073, -2.32615, -2.06686, -2.03637, -1.89984, -1.74421, -1.91747, -1.91194
0.16, 0.0319375, -0.715653, -0.94437, -0.918177, -1.14648, -2.22738, -2.27052, -1.85822, -2.01579, -2.30928, -2.57064, -2.84601, -2.59069, -2.80536, -3.19817, -2.75228, -2.6091, -2.91897, -2.76174, -2.60566, -2.82891, -2.76742, -2.76604, -2.54721, -2.69979, -2.19006, -2.39981, -2.28737, -2.25724, -2.23741, -2.08244
0.18, 0.0319375, 0.0215557, -0.250035, -1.02581, -0.977021, -0.808759, -1.44723, -1.46945, -1.87291, -2.24834, -1.88042, -2.09176, -2.47973, -2.21943, -2.44334, -2.81661, -2.14118, -2.25972, -2.24629, -2.4094, -2.71928, -2.48047, -2.31249, -2.08835, -2.35106, -2.36147, -2.22655, -2.1507, -1.87046, -1.7722, -1.56084
