# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -5.46294, -5.14942, -5.99744, -5.03317, -4.97062, -4.92256, -4.75802, -5.10025, -5.51604, -5.57037, -5.31145, -5.37282, -4.92967, -3.70705, -4.51538, -5.18135, -4.52211, -4.01595, -3.96682, -3.64847, -4.1502, -4.62654, -4.44814, -4.53404, -4.38569, -4.10915, -3.88354, -4.24007, -4.41178, -4.10744
0.02, 0.0319375, -5.44941, -5.05817, -5.64761, -4.96895, -4.93394, -5.02467, -4.96701, -5.39306, -5.22641, -5.14674, -4.19441, -5.10435, -5.82565, -4.75318, -4.98856, -5.42815, -5.33914, -4.58687, -4.54175, -4.78632, -4.35289, -4.57564, -4.67569, -4.40302, -4.81497, -4.63812, -4.48855, -4.58153, -4.67505, -4.51485
0.04, 0.0319375, -0.0475318, 0.376504, 0.155247, 0.0484266, 0.579031, 0.537434, 0.467814, 0.853611, 2.19595, 3.00547, 3.47041, 3.22694, 2.81152, 2.69862, 2.56396, 2.30232, 2.28481, 2.63925, 2.63604, 2.82624, 2.76456, 2.16331, 1.94642, 2.70721, 2.52142, 2.55314, 1.92645, 2.25011, 1.92019, 1.98555
0.06, 0.0319375, 0.429967, 0.56572, 0.521593, 0.823233, 1.3419, 1.15914, 2.00063, 2.41994, 2.23925, 2.815, 3.95106, 2.63882, 2.46573, 2.42294, 2.19429, 2.45859, 2.22312, 3.13939, 2.96349, 3.12619, 2.97443, 3.13752, 3.69599, 3.94511, 3.28037, 3.79961, 2.79144, 3.24127, 3.13346, 2.86879
0.08, 0.0319375, 0.0185761, 0.543932, 0.140199, 0.47025, 0.563087, 0.453713, 0.479791, 1.98107, 1.64576, 2.15448, 2.19917, 2.46667, 2.32065, 1.94131, 2.2725, 1.28416, 1.78374, 2.02513, 2.37126, 2.13483, 1.99376, 2.76769, 2.82843, 3.2354, 2.48287, 2.66658, 2.03294, 2.45245, 2.50179, 1.73577
0.1, 0.0319375, -1.54273, -0.306066, -0.145297, 0.5974, 0.172993, 0.723841, 1.22551, 1.73833, 1.62028, 2.03808, 2.95102, 2.63851, 1.99347, 1.80292, 1.15253, 1.33024, 1.84337, 2.10795, 1.9988, 2.04583, 2.19642, 1.78102, 2.91611, 3.3585, 2.11527, 1.99147, 1.57852, 1.88807, 1.93729, 1.58718
0.12, 0.0319375, -1.02951, -0.946308, -0.754349, 0.0547307, 0.665268, -0.155128, 0.604471, 0.908417, 0.97712, 1.68877, 2.23935, 1.968, 1.44132, 1.09566, 0.992679, 1.10019, 1.46938, 1.40672, 1.19286, 1.84845, 1.97942, 1.81281, 2.85061, 3.19752, 2.03372, 2.00506, 1.30906, 1.73071, 1.53251, 1.25298
0.14, 0.0319375, -1.0358, -0.81283, -1.06182, -0.271584, 0.109849, 0.100901, 0.564301, 0.534822, 0.686151, 0.900679, 2.36213, 1.7222, 1.29808, 1.05459, 1.11294, 0.4409, 0.623169, 1.26214, 1.40759, 1.27429, 1.35148, 1.63111, 2.77179, 3.09984, 1.4691, 1.33641, 1.18648, 1.30043, 1.19422, 0.717712
0.16, 0.0319375, -1.28002, -1.35117, -1.59835, -0.529681, 0.452548, 0.108316, 0.516551, -0.107686, 0.00482846, 0.91062, 1.5186, 0.947457, 0.299817, 0.275063, 0.505482, 0.479582, 0.334627, 1.00087, 0.514742, 0.836767, 1.05481, 1.08582, 1.94801, 2.53269, 0.857102, 0.842044, 0.503977, 0.778871, 0.926534, 0.591494
0.18, 0.0319375, -2.18316, -2.21902, -2.33477, -1.44468, -0.561814, -0.876828, 0.182169, 0.13656, 0.367456, 0.537245, 1.71015, 1.03857, 0.798862, 0.45979, 0.312016, 0.0610429, 0.0257607, 0.563675, 0.738658, 0.7019, 0.602121, 0.587225, 1.22108, 1.92248, 0.317268, 0.513761, 0.536053, 0.71098, 0.802418, 0.210716
0.2, 0.0319375, -2.3451, -1.54868, -1.16476, -1.56585, -0.51066, -0.576202, -1.59562, -0.740824, -0.37698, 0.145363, 0.756511, 0.35612, 0.304428, -0.192058, 0.11551, -0.304427, -0.324171, 0.685562, 0.275791, 0.357828, 0.484323, 0.559438, 1.54346, 1.9522, 0.414549, 0.0752403, 0.00131056, -0.118027, 0.238062, 0.0107388
0.22, 0.0319375, -1.81986, -2.18065, -2.13394, -1.68747, -1.13252, -1.11915, -0.99147, -0.318966, -0.049121, 0.426548, 0.870837, 0.171066, -0.532288, -0.656848, -0.588322, -0.637173, -0.491884, 0.019349, -0.348374, -0.0361222, -0.0660889, 0.0123572, 0.90059, 1.5586, -0.111273, -0.291201, -0.11147, -0.26388, -0.611666, -0.681515
0.24, 0.0319375, -1.92198, -2.72045, -2.14267, -2.07411, -1.26612, -1.48179, -1.11455, -0.934873, -0.489869, 0.0341784, -0.374477, -0.603828, -0.094278, -0.544192, -0.486938, -1.03257, -0.949874, -0.470809, -0.713354, -0.13571, -0.0556117, -0.242375, 0.335841, 1.14854, -0.398113, -0.510566, -0.550543, -0.39596, -0.632667, -0.907285
0.26, 0.0319375, -2.95544, -2.72407, -2.62733, -1.97581, -2.06934, -1.79292, -2.07705, -1.70294, -1.03631, -0.0629964, 0.0613678, -0.78281, -1.29173, -0.752374, -1.16485, -0.980822, -1.04377, -0.837278, -0.514236, -0.589913, -0.590306, -0.551349, 0.507149, 1.20385, -0.992638, -0.969264, -0.826295, -0.747457, -1.16898, -1.38257
0.28, 0.0319375, -3.15511, -2.90629, -2.63429, -2.50597, -1.77177, -2.15858, -2.53391, -1.46791, -0.889257, -0.800082, 0.123164, -0.966606, -1.31431, -1.37285, -1.33456, -1.8472, -1.38587, -1.04823, -1.06626, -1.14196, -0.777063, -1.08444, -0.314232, 0.667755, -1.42881, -1.35088, -1.18813, -1.18725, -0.883604, -1.45367
0.3, 0.0319375, -4.50028, -4.10065, -3.38427, -2.92916, -2.59523, -2.06599, -1.64486, -1.64455, -1.35339, -0.902663, -0.628441, -0.884356, -1.55827, -1.44471, -1.90788, -2.12755, -1.92315, -1.40833, -1.39523, -1.10727, -1.28988, -1.09982, -0.487673, -0.0154861, -1.24428, -1.43554, -1.75375, -1.47878, -1.22666, -1.80686
0.32, 0.0319375, -3.59475, -3.36667, -3.93507, -3.0927, -2.55102, -3.1517, -2.89556, -2.09696, -1.8439, -1.77124, -0.937917, -1.31301, -1.48461, -2.19085, -2.05375, -2.40388, -1.93657, -1.55144, -1.40466, -1.71918, -1.94423, -1.6072, -0.66856, -0.0538207, -1.59762, -1.87747, -2.12496, -2.01581, -2.15472, -2.18961
0.34, 0.0319375, -2.78294, -2.39862, -2.35185, -2.21532, -1.56917, -2.10736, -1.39883, -0.725641, -1.07114, -1.07102, -0.293167, -0.756308, -1.22502, -1.51368, -1.48683, -1.67158, -1.59007, -1.07642, -0.918049, -1.30497, -0.881045, -0.632931, -0.597636, 0.104949, -1.14235, -1.44836, -1.38423, -1.00558, -1.04945, -1.78417
0.36, 0.0319375, -1.4873, -1.41684, -1.71841, -1.64355, -1.66094, -0.0899864, -0.00710274, 0.752698, 0.330734, 1.27729, 1.15766, 0.664464, 0.701619, 1.53874, 1.3119, 1.67854, 1.49109, 1.20162, 1.76936, 2.18316, 1.95263, 0.997745, 2.91654, 3.42499, 1.95591, 1.92499, 1.69424, 1.49139, 1.38023, 1.40087
0.38, 0.0319375, -2.24862, -1.72388, -1.10285, -1.76098, -1.6872, -1.23067, -0.691768, 0.226547, 0.317156, 0.49941, 0.533677, 0.165599, 0.236941, 0.64884, 1.01263, 1.08817, 1.16282, 0.941533, 1.4059, 1.77589, 1.04547, 0.893808, 2.8832, 3.59509, 1.86373, 1.93463, 1.30028, 1.07518, 1.06223, 0.977668
0.4, 0.0319375, -1.70969, -2.43091, -2.93269, -2.01313, -2.02936, -1.20771, -0.478406, -0.0815535, -0.0487029, -0.216911, 0.457643, -0.0819011, 0.0396408, 0.191095, 0.534013, 0.908274, 0.362927, 0.598114, 1.12008, 1.26259, 1.03135, 0.531885, 2.99522, 3.84396, 1.60466, 1.29132, 0.938269, 0.863517, 0.304185, 0.500487
