# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -3.22091, -3.15184, -3.30286, -4.04988, -2.98783, -2.90835, -3.25096, -3.6511, -2.68309, -2.851, -4.00449, -3.10205, -2.81292, -2.63544, -2.75908, -3.07544, -2.70272, -3.35985, -3.18126, -3.94268, -3.75076, -3.47745, -3.43596, -3.39879, -3.7425, -4.07132, -4.32538, -4.24235, -3.92323, -4.05798
0.02, 0.0319375, -2.70578, -3.41726, -3.49968, -3.00701, -2.65618, -2.38932, -2.49298, -3.25861, -2.29243, -2.52015, -3.30601, -2.63085, -2.23019, -2.17882, -2.562, -2.5943, -2.3479, -2.60307, -2.56573, -2.96496, -3.09183, -3.1385, -2.91547, -2.98414, -3.25078, -3.53336, -3.72734, -4.07909, -4.20107, -3.99709
0.04, 0.0319375, -2.95743, -2.72467, -3.89, -2.59152, -2.54969, -2.39227, -2.84135, -3.10813, -2.20254, -2.58088, -3.33393, -2.82251, -1.72423, -2.14458, -1.80299, -2.27475, -2.66054, -2.79901, -3.25101, -3.34504, -3.29538, -2.81473, -2.75094, -3.32748, -3.33714, -3.83603, -4.48083, -4.17273, -4.18085, -4.09056
0.06, 0.0319375, -3.95949, -3.04965, -3.10261, -2.36527, -2.31351, -2.51659, -2.27057, -2.33975, -1.89939, -2.16492, -2.7961, -2.43178, -2.02395, -2.12739, -1.97181, -2.41367, -2.46434, -2.24645, -1.99055, -3.37601, -3.55031, -2.66055, -2.56758, -3.22146, -3.54581, -3.89825, -3.9038, -4.15747, -4.64542, -4.30147
0.08, 0.0319375, -4.08724, -3.98747, -3.72569, -2.9062, -1.79329, -1.80122, -2.34101, -2.55386, -1.98103, -2.24556, -3.23958, -2.73442, -1.71935, -1.17322, -1.89994, -2.48794, -2.25674, -2.00481, -1.88401, -3.14497, -3.05054, -2.8836, -2.6496, -3.54132, -3.64658, -3.55917, -4.02848, -4.20697, -4.12419, -3.83692
0.1, 0.0319375, -3.72785, -3.81649, -3.81459, -2.72477, -1.88241, -1.98408, -2.6779, -2.86654, -2.34196, -2.74969, -3.20641, -2.94377, -2.22228, -1.93454, -2.08842, -2.248, -2.54791, -2.33986, -1.83896, -3.54679, -3.5543, -2.94932, -2.69391, -3.12603, -3.64185, -4.18483, -3.88803, -4.32234, -4.38128, -4.07379
0.12, 0.0319375, -2.72761, -2.93363, -3.57276, -3.19193, -2.67108, -2.1109, -3.05432, -3.32255, -2.86896, -3.04229, -3.52218, -3.04426, -2.59908, -2.62773, -2.38056, -2.7224, -2.9814, -3.02286, -2.23871, -3.69794, -3.73309, -3.20599, -3.34041, -3.55267, -3.84918, -3.8734, -3.88897, -4.15515, -4.42024, -4.34509
0.14, 0.0319375, -0.713514, -0.342384, 0.930969, 1.18661, 1.55002, 1.05586, 0.333413, -0.0249991, 0.381739, 0.274237, 0.0301625, -0.599687, -0.822397, 0.447892, -0.292185, -1.34031, -1.42977, -1.50496, -1.16984, -1.91, -1.75914, -0.435905, -1.68739, -3.30989, -3.37368, -4.03139, -3.73986, -3.12091, -2.91568, -2.95254
0.16, 0.0319375, -0.470797, 0.515968, 2.73568, 2.68971, 2.42528, 2.33656, 1.10935, 2.60758, 3.151, 1.74905, 1.36229, 1.37593, 0.477366, 1.81511, 1.1044, -0.141762, 0.0789799, 0.296283, 0.713151, 0.272758, 0.385493, 0.0838389, -1.12496, -1.30264, -0.648346, -1.46431, -1.37344, -1.03255, -1.00694, -0.652531
0.18, 0.0319375, -0.17151, 0.682438, 1.82706, 3.87308, 4.00818, 2.86468, 1.66332, 2.57006, 4.24422, 2.60533, 1.80256, 1.96801, 2.30509, 1.89836, 1.58444, 0.792353, 0.758887, 1.3417, 1.59275, 1.60711, 1.66171, 1.05314, 0.229593, -0.112782, 0.295784, -0.52039, -0.361978, -0.215246, -0.202178, 0.130218
