# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 1.36402, 1.52359, 1.49675, 0.841815, 0.517028, -0.533953, -1.07651, -0.886274, -1.11933, -2.06605, -1.76934, -1.96006, -1.60618, -1.78899, -1.66119, -1.99071, -1.72746, -2.21353, -2.01673, -2.75688, -2.80294, -2.69155, -2.56455, -3.13359, -2.57488, -2.68916, -3.10767, -3.11305, -3.40199, -3.33859
0.02, 0.0319375, 0.923044, 3.27333, 4.58598, 4.10916, 2.13104, 1.37947, 1.58479, 2.3595, 2.23549, 0.892247, 0.580881, 1.25732, 0.823889, 0.658587, -0.0696322, -0.1718, 0.0862784, 0.387562, 0.280573, -1.00404, -1.4369, -1.55376, -1.36553, -1.64993, -1.52719, -1.66827, -2.43371, -2.47979, -2.60071, -2.50025
0.04, 0.0319375, 0.898121, 1.90089, 3.9527, 4.42067, 2.14331, 1.28917, 0.582689, 1.05023, 1.62479, 1.42935, 1.497, 1.98296, 1.1081, 0.974687, 0.681917, -0.476502, -0.0123195, -0.0166299, 0.255261, -0.583113, -0.971726, -1.70541, -1.25368, -1.527, -1.68613, -1.75012, -2.25156, -2.43282, -2.45979, -2.48807
0.06, 0.0319375, 0.57709, 0.700399, 2.78649, 3.36396, 3.88645, 2.54762, 2.55836, 2.61959, 2.32908, 2.00734, 1.87933, 2.10435, 2.27381, 0.785567, 0.824887, 0.0621906, 0.498243, 0.8384, 0.868656, 0.465998, -1.05159, -0.987651, -0.557753, -0.564674, -1.03106, -1.17276, -1.76742, -2.34832, -2.33604, -2.47978
0.08, 0.0319375, 0.838793, 1.55255, 3.69166, 3.86845, 3.12072, 3.33732, 2.70862, 2.29776, 2.11834, 2.65127, 2.37139, 2.47916, 2.49702, 1.86611, 1.25413, 0.0276278, 0.33467, 0.687018, 1.68084, 1.03732, -0.192248, -0.330183, -0.290145, -0.523105, -0.870419, -0.379797, -1.15965, -1.88817, -2.12176, -2.29768
0.1, 0.0319375, 0.655115, 1.70448, 3.61666, 3.66636, 3.91854, 2.94204, 3.20027, 3.56007, 2.84123, 2.29884, 2.73356, 2.60049, 2.29414, 1.5923, 1.58681, 0.751727, 1.23409, 1.36796, 1.70418, 0.94095, -0.373565, -0.540046, 0.0986164, -0.182997, -0.841354, -0.632605, -1.12694, -2.34805, -2.46145, -2.40645
0.12, 0.0319375, -0.297897, 2.58637, 3.74023, 3.2613, 2.75499, 2.03531, 3.04779, 2.78394, 1.93847, 2.48432, 2.38858, 2.414, 1.49471, 0.59391, 0.290416, 0.0979899, 0.493299, 1.15168, 0.79024, 0.122198, -0.783049, -0.705619, -0.658207, -1.12327, -1.43433, -1.19401, -1.52975, -1.79059, -1.80632, -2.20498
0.14, 0.0319375, 0.435379, 0.828652, 2.572, 3.3142, 2.11202, 1.92119, 2.10958, 1.47937, 0.824407, 0.787464, 1.07361, 1.13606, 0.614914, 0.128058, -0.174046, -0.691729, -0.179787, 0.516725, -0.213021, -0.424865, 0.0446466, -0.263814, -0.643077, -0.873235, -1.00904, -0.787224, -1.33961, -2.00384, -1.18163, -2.37224
0.16, 0.0319375, -0.292439, 0.375852, 1.61459, 2.34104, 2.19882, 1.80727, 1.98524, 1.42337, 0.651576, 0.79598, 0.726713, 0.944322, 0.663922, -0.537957, -0.308234, -0.446766, -0.428067, -0.0447957, -0.197932, -0.861674, -1.08483, -0.872528, -0.992761, -1.24876, -1.50576, -1.51549, -1.89176, -2.92753, -2.95483, -2.75826
0.18, 0.0319375, -1.35337, 0.789539, 2.00903, 2.15166, 2.38334, 2.00332, 2.13123, 1.77899, 0.0884907, 0.687797, 0.57852, 1.20211, -0.402225, -0.851389, -0.768164, -1.11113, -0.936252, -0.505488, -0.480404, -0.67293, -1.93204, -1.41049, -1.51623, -1.87227, -1.91727, -1.33772, -1.81272, -2.92421, -3.08712, -3.05851
0.2, 0.0319375, -0.455005, 0.213843, 1.90514, 2.41, 1.85192, 1.48009, 1.5447, 1.71439, 0.537787, 0.187272, 0.262801, 0.54673, -0.269752, -0.861301, -1.38982, -2.06495, -1.51804, -0.817588, -0.790125, -1.39856, -2.26935, -1.72954, -1.89709, -2.29137, -2.18, -2.11866, -2.54121, -3.04046, -2.94243, -3.11041
0.22, 0.0319375, -0.883512, 0.37825, 1.27613, 1.98585, 2.02347, 1.50241, 0.99863, 1.12442, 0.238608, -0.81347, -0.580418, 0.113605, 0.10244, -1.11866, -1.76383, -1.49331, -1.06817, -0.735021, -0.636382, -1.41048, -2.60819, -2.09519, -2.2051, -2.03871, -2.60001, -2.33519, -2.70422, -3.15298, -3.11942, -3.18371
0.24, 0.0319375, -0.287158, -0.0671361, 0.843622, 1.99948, 1.27649, 0.90421, 0.652124, 1.53034, 0.430849, -0.337844, 0.0026678, 0.101414, -0.351431, -1.35808, -1.66544, -1.54099, -0.988942, -0.708677, -1.40851, -2.00105, -2.10656, -1.59752, -2.56251, -2.25279, -1.98614, -2.22494, -2.6382, -3.1991, -3.32443, -3.2356
0.26, 0.0319375, -0.526098, -0.477918, 0.163861, 0.90538, 0.0523599, 0.321709, 0.691702, 1.32266, -0.222556, -0.389636, -0.774801, -0.1295, -0.267925, -1.11875, -1.43449, -2.26226, -1.97212, -1.18146, -1.31334, -1.68102, -1.67541, -1.87126, -2.18069, -2.10954, -2.06762, -2.37937, -2.89679, -3.2518, -3.08099, -3.02075
0.28, 0.0319375, -0.565498, 0.113159, 0.312392, 0.789029, 0.769294, -0.317703, -0.105804, 0.529135, -0.25274, -0.845937, -1.29687, -0.200031, -0.373549, -0.893417, -1.0632, -1.96215, -1.43712, -1.25049, -1.1406, -1.09625, -2.35426, -2.11675, -1.99371, -2.37191, -2.35834, -2.54674, -3.1822, -3.1204, -3.35422, -3.04894
0.3, 0.0319375, -0.890407, -0.35737, 0.225975, 0.980274, 0.717525, -0.400285, 0.465437, 0.466237, -0.511016, -1.0707, -0.807341, -0.198848, -0.83267, -2.12952, -1.73517, -1.79229, -1.84937, -1.76399, -1.96791, -1.66425, -2.50809, -2.52684, -2.6212, -2.59985, -2.05917, -2.2968, -2.90569, -3.45997, -3.19913, -3.04628
0.32, 0.0319375, -0.868687, -0.969063, 0.066453, 0.469714, 0.0764788, -0.0937933, -0.151212, 0.0898438, -0.226346, -0.545615, -0.603631, -0.457276, -0.974737, -1.67627, -2.3729, -2.99859, -2.27255, -2.19911, -2.35064, -2.57894, -2.8637, -2.42724, -2.41777, -2.54928, -2.73452, -3.14228, -3.21066, -3.18844, -2.75802, -3.19145
0.34, 0.0319375, -0.847563, -0.408342, 1.01671, 1.49674, 0.269804, 0.4762, 0.381274, 0.390594, -0.513257, -0.890012, -0.772467, -0.465857, -1.34518, -1.68075, -1.81371, -2.50098, -2.58511, -2.28384, -2.68782, -2.4857, -3.12004, -3.12934, -2.80083, -2.63605, -2.65568, -2.84216, -2.76268, -3.07811, -3.23558, -2.88236
0.36, 0.0319375, -1.39321, -0.998739, -0.492119, -0.278951, -0.07327, -0.37224, -0.651345, 0.0351082, -0.545298, -0.895185, -0.995793, -1.00743, -1.54426, -2.28613, -2.07383, -2.41573, -2.07503, -2.90081, -2.55765, -1.71772, -2.9854, -2.91632, -2.41761, -2.40796, -2.95716, -2.66974, -3.18906, -3.56571, -3.17314, -3.04194
0.38, 0.0319375, -0.390636, -0.238311, -0.362698, -0.429337, -0.100668, -0.313677, -0.382671, -0.181277, -0.788463, -1.08178, -1.18968, -0.630584, -1.03303, -1.63435, -1.89434, -2.00462, -1.7085, -1.92157, -1.78016, -1.49995, -2.38664, -2.56054, -2.32822, -2.79775, -2.55476, -2.7228, -3.28172, -3.0674, -3.13943, -2.92263
