# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -0.712635, 0.673953, 0.467548, -0.86104, -0.93667, -0.776395, -1.04159, -1.36216, -0.678608, -0.527755, -1.23223, -0.774227, -0.314627, -0.067475, -0.232595, -0.951703, -0.672089, -0.642397, -0.182942, -0.0918344, -0.0823462, -0.473996, -0.294022, -0.19842, -0.3344, -0.76067, -0.39678, -0.160702, -0.109293, 0.132431
0.02, 0.0319375, -0.988433, 0.0543815, -0.679685, -0.504824, -0.147375, -0.618112, -0.752832, -1.06846, -0.22501, 0.0647117, -0.472369, -0.759453, -1.03936, -0.64158, -0.65494, -0.829327, -0.789248, -0.377683, -0.106947, -0.250206, 0.0299715, -0.13088, -0.266623, -0.218756, -0.181204, -0.343754, -0.174026, 0.0376861, 0.387975, 0.347471
0.04, 0.0319375, 0.629905, 0.284871, 0.269032, 0.605171, 0.762017, 0.339264, -0.133085, -0.802505, -0.110386, -0.529626, -0.0308967, -0.515392, -0.314471, -0.0323087, -0.00630754, -0.940547, -0.646968, -0.322997, -0.0361994, -0.167879, -0.0522287, -0.357104, -0.383589, -0.292291, -0.0348481, -0.316763, 0.0146378, -0.183231, -0.345355, -0.172505
0.06, 0.0319375, -0.86987, -0.150749, -0.62449, -0.820507, -1.05147, -1.12245, -1.6653, -0.907442, -0.977508, -0.780061, -0.708715, -0.0922187, 0.248375, -0.0987042, -0.466397, -0.456842, -1.25977, -0.396478, -0.280469, -0.291086, -0.277972, -0.80245, -0.624919, -0.525216, -0.274618, -0.231173, -0.343784, -0.0798581, -0.409523, -0.287711
0.08, 0.0319375, -0.127793, -0.022365, -0.579252, -0.739361, -1.33431, -1.35481, -1.1364, -0.351188, -0.0666642, 0.583609, 0.0490761, 0.160656, 0.382724, 0.664633, -0.0359075, -0.391442, -0.663706, -0.162967, 0.0136152, -0.662535, -0.126346, -0.389674, -0.418183, -0.0425828, -0.0844326, -0.700411, -0.251998, 0.103092, 0.0675436, 0.392889
0.1, 0.0319375, 0.117952, 0.280598, -0.179289, -0.875043, -1.09394, -0.0243641, -0.650456, -0.133022, -0.384246, -0.0190427, -0.179222, -0.0266243, -0.061104, 0.521526, -0.161231, -1.21314, -0.843057, -0.442834, -0.267446, -0.245584, 0.181323, -0.40676, -0.606004, -0.486746, -0.637752, -0.495545, -0.0245876, 0.14657, -0.21009, 0.0910085
0.12, 0.0319375, -1.76849, -0.28542, -0.977215, -0.641052, -0.723051, -1.0525, -1.50549, -1.49849, -1.19943, -0.985296, -0.736075, -0.0623977, -0.221343, 0.149982, -0.281346, -0.941375, -0.954217, -0.388601, -0.249388, -0.203794, -0.17832, -0.575512, -0.163992, -0.231182, 0.0610115, -0.0524928, 0.430225, 0.0767689, 0.0971916, 0.244911
0.14, 0.0319375, -0.661451, -0.203058, -0.280319, -0.749958, -0.685459, -0.924335, -1.58493, -1.75657, -1.23535, -1.64256, -0.988915, -0.192497, 0.0936532, 0.123591, -0.379887, -0.732211, -1.29046, -0.582155, 0.123905, -0.185445, -0.511092, -0.59117, -0.530029, -0.27085, -0.146823, -0.602885, -0.283339, 0.0130684, 0.198816, -0.147941
0.16, 0.0319375, 0.615469, -0.279667, -0.322103, -0.517724, -0.334137, -0.262326, -1.17412, -1.40281, -0.79526, -0.439204, -0.980416, -0.415492, -0.262046, -0.0322409, -0.239498, -1.15635, -0.978683, -0.122576, -0.076714, -0.753886, -0.564648, -0.282301, -0.632031, -0.148329, 0.212555, -0.209272, -0.445985, -0.420733, -0.348126, -0.0442037
0.18, 0.0319375, 0.363235, 0.138934, -0.249675, -0.243666, -0.707646, -0.639674, -0.10793, 0.0513005, 0.0168926, 0.482114, -0.122128, -0.335357, -0.0952642, 0.104471, 0.095336, -0.34007, -0.625323, 0.0932258, -0.108733, -0.179627, -0.114954, -0.370239, -0.299624, -0.24869, 0.0362746, -0.196723, -0.209268, -0.421845, -0.205151, -0.0607201
0.2, 0.0319375, 0.121125, 0.260988, 0.344122, -0.147634, -0.209419, -0.0258519, 0.409302, 0.537017, 0.299317, -0.357958, -0.0685437, 0.2298, 0.0228912, -0.0485984, 0.0163069, 0.0438884, 0.663502, 0.100677, 0.0494799, -0.391843, -0.144111, -0.212957, -0.341455, -0.58481, -0.586348, -0.739294, -0.124322, -0.165906, -0.173811, -0.0347517
0.22, 0.0319375, -0.00773859, -0.413128, -0.416932, -0.305649, -0.347861, -0.635083, -0.716413, -1.23726, -0.4303, -0.991351, -0.809789, -0.575244, -0.61582, 0.237614, -0.0017372, -0.299717, -0.171675, -0.129211, -0.0950848, -0.197205, -0.248111, 0.3265, 0.137941, 0.199966, 0.271558, 0.0709631, 0.11009, 0.0653963, 0.236248, 0.346077
0.24, 0.0319375, -0.177033, 0.177787, -0.518242, 0.0988314, -0.055651, -0.292241, -0.70703, -1.1579, -0.851287, -1.22602, -0.728109, -0.86579, -0.265566, -0.845466, -0.828063, -0.619323, -0.998969, -0.257586, 0.0743625, -0.360422, 0.0369298, -0.193389, -0.369494, 0.281574, -0.00505789, -0.31854, -0.125712, -0.0112432, -0.193165, 0.086688
0.26, 0.0319375, 0.525104, 0.138134, -0.0948784, -0.311828, -0.322577, -0.431704, -1.02179, -1.20719, -0.982066, -0.956863, -1.179, -0.666246, -0.876093, -0.0415815, -0.402567, -0.0707785, -0.433115, -0.566061, -0.0306901, -0.209511, -0.146658, -0.507723, -0.41051, -0.270865, -0.0497911, -0.237753, -0.165962, 0.132356, 0.224461, 0.000455872
0.28, 0.0319375, -0.0450121, -0.1718, -0.864727, -0.729731, -0.835918, -0.494021, -1.38749, -1.89342, -0.640994, -0.623604, -0.714894, 0.0126937, 0.0612453, 0.32191, -0.0827822, -1.05489, -1.11128, -0.604491, 0.18402, 0.00115542, -0.0228757, -0.334961, -0.298268, -0.357587, -0.0473257, -0.311195, -0.435835, 0.0309933, -0.21767, -0.411472
0.3, 0.0319375, -1.6747, -1.36753, -1.70679, -1.31604, -0.87372, -0.981643, -1.23645, -1.64257, -1.16502, -0.54162, -0.543009, -0.498482, -0.544283, 0.133087, -0.186898, -1.10242, -0.871909, -0.250887, 0.0809043, -0.134059, 0.219354, -0.178786, -0.403278, -0.318987, -0.18794, -0.601623, 0.125289, -0.0191134, 0.156225, 0.256308
0.32, 0.0319375, -0.0322481, -0.360956, -1.25208, -1.23995, -0.686612, -0.928416, -1.01862, -1.75146, -0.948718, -0.858109, -1.4469, -0.462659, -0.223069, 0.0953589, -0.690398, -0.706702, -0.793717, -0.627771, -0.224804, 0.159952, 0.313433, -0.0262936, -0.42771, -0.160637, 0.0128648, -0.397884, 0.148076, 0.269839, 0.143621, 0.0184067
0.34, 0.0319375, -0.340248, -0.00544418, -0.478016, -0.220009, -0.796631, -0.828522, -1.10645, -1.18584, -0.576536, -0.464348, -0.273299, -0.442462, -0.374374, -0.290723, -0.12691, -0.843984, -0.638797, -0.338009, -0.328021, -0.305773, -0.147302, -0.190421, -0.355655, -0.502546, 0.363218, 3.83847e-05, 0.050441, 0.330841, 0.216959, 0.351723
0.36, 0.0319375, -0.836408, -0.900537, -1.10515, -1.21296, -1.23869, -0.717976, -0.97448, -0.699894, -0.776377, -0.120958, -0.260719, -0.303401, -0.275778, 0.203063, 0.272126, -0.228847, -0.244908, -0.157729, 0.0489185, -0.0405956, 0.0942229, 0.250014, 0.521124, 0.5963, 0.752004, 0.744101, 1.12517, 1.32583, 1.53569, 1.87765
0.38, 0.0319375, -0.186758, -0.060886, -0.202908, -0.414306, 0.0630514, 0.0712081, -0.669242, -1.21213, -1.12631, -1.24506, -0.669391, -0.444942, -0.129937, -0.839011, -0.51034, -0.745049, -1.15138, -0.69487, 0.00396098, -0.041173, -0.00475995, -0.78559, -0.571321, 0.000343145, 0.0532423, -0.0439976, 0.0974084, 0.143631, -0.331676, 0.0920746
