# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 0.681633, 2.29991, 2.00933, 1.08761, 1.07921, 0.531079, 0.604177, 0.257067, 0.407121, -0.0766658, 0.335281, -0.308353, -0.242323, -0.266106, -0.225516, -0.599151, -1.32231, -1.40451, -1.17117, -1.65558, -1.32973, -1.64302, -1.62915, -1.7232, -1.60966, -1.43226, -1.86129, -1.65951, -1.96635, -1.73542
0.02, 0.0319375, 0.712151, 2.01662, 2.15598, -0.0512369, 0.449494, 0.59219, 0.695987, -0.209125, -0.0424722, 0.0809567, 0.265775, -0.243552, -0.343197, -0.69251, -0.885341, -0.576577, -0.981746, -1.98697, -1.79174, -1.7489, -1.5708, -1.35558, -1.41672, -1.64635, -1.8943, -1.39487, -1.4469, -1.57144, -1.76157, -1.74911
0.04, 0.0319375, 1.03612, 1.67523, 1.77899, 0.815236, 0.658217, 0.695716, 0.741034, 0.119891, -0.0854215, 0.500262, 0.164674, -0.732025, -0.296296, -0.42434, -0.779255, -1.215, -1.1203, -1.07031, -1.50116, -1.89809, -2.09086, -1.96049, -1.63183, -1.65815, -1.77141, -1.77372, -1.94117, -1.68603, -1.85288, -1.69503
0.06, 0.0319375, 1.11067, 2.29957, 1.97003, 0.486544, 0.736707, 0.637818, 0.707689, 0.307776, 0.443398, 0.648192, -0.0134458, -0.0732693, -0.272855, -0.115666, -0.369319, -1.11203, -0.78312, -1.36713, -1.45395, -2.04862, -1.94664, -1.85903, -1.57703, -1.61481, -1.63848, -2.00991, -1.82877, -1.98364, -1.79353, -1.89095
0.08, 0.0319375, 1.13126, 2.18596, 1.95761, 0.280985, 0.577245, 0.84421, 0.696546, 0.216644, 0.21532, 0.452069, 0.28628, -0.38274, 0.169184, 0.316329, -0.525876, -1.13314, -1.2779, -1.25975, -1.42167, -1.69975, -1.98762, -1.5183, -1.3313, -1.46917, -1.83115, -1.92451, -1.59243, -1.6752, -2.01329, -1.91483
0.1, 0.0319375, 1.76212, 2.30245, 1.7974, 0.661358, 0.65998, 0.383073, 0.847205, 0.476207, 0.596793, -0.05529, 0.442542, -0.342955, -0.285229, 0.0874486, -0.399457, -0.644174, -0.94627, -1.07261, -1.38207, -1.72336, -1.67733, -1.63786, -1.40568, -1.77215, -1.68671, -1.97416, -1.75143, -1.79278, -1.94099, -1.80147
0.12, 0.0319375, 1.50114, 2.05497, 1.99572, 0.889908, 0.901392, 0.616085, 0.541382, 0.93291, 0.569893, 0.285698, -0.109742, 0.396769, -0.268122, -0.190207, -0.17024, -0.783362, -1.13688, -1.27585, -1.40196, -1.26887, -0.813064, -1.24264, -1.59434, -1.5822, -1.80746, -2.06973, -1.81403, -1.88028, -1.79233, -1.72532
0.14, 0.0319375, 1.05719, 2.56912, 2.65658, 1.02701, 0.436358, 0.406027, 0.832934, -0.010758, 0.382898, 0.758855, -0.243119, -0.00167188, -0.486243, -0.452064, -0.351619, -0.593275, -1.14736, -1.25928, -1.14011, -1.51062, -1.51103, -1.67904, -1.03685, -1.64113, -1.94188, -1.61075, -1.53817, -1.51676, -1.72394, -1.71554
0.16, 0.0319375, 1.00805, 2.39157, 2.32663, 0.902464, 0.613091, 0.573146, 1.02018, 0.622779, 0.676301, 0.327707, -0.0128405, -0.114282, 0.0316387, -0.135788, -0.591259, -0.807997, -0.704132, -1.17106, -1.64567, -1.56533, -1.68834, -1.51546, -1.59221, -1.91876, -1.7444, -2.15659, -1.66783, -1.68534, -1.59067, -1.79803
0.18, 0.0319375, 1.5394, 1.7375, 2.13852, 1.28982, 1.2211, 1.01226, 1.54179, 1.28264, 0.75887, 0.426022, 0.77969, 0.256177, -0.372103, -0.014801, -0.256625, -0.769489, -1.23295, -1.48037, -1.40686, -1.70286, -1.76282, -2.02051, -1.96402, -1.59304, -2.1741, -1.98852, -1.83994, -1.96623, -1.58917, -1.57818
0.2, 0.0319375, 1.50926, 1.50039, 2.08624, 1.26385, 0.229336, 0.447941, 1.47832, 0.12501, -0.0168929, 0.373429, 0.621403, 0.248451, -0.0983658, -0.158759, -0.143332, -0.556922, -1.43996, -1.5433, -1.599, -1.45297, -1.40443, -1.66726, -1.85908, -1.52298, -1.98206, -1.75173, -1.69732, -1.77341, -1.77975, -1.79686
0.22, 0.0319375, 1.00279, 2.13425, 2.05409, 1.28948, 0.632952, 0.144769, 1.50675, 0.771001, 0.236938, 0.406307, 0.515107, 0.106774, 0.120121, -0.0568366, -0.43448, -0.733741, -1.07065, -1.53969, -1.29932, -1.46149, -1.74878, -1.69267, -1.82891, -2.12477, -1.96462, -1.7632, -1.58182, -1.81268, -1.66454, -1.76977
