# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -2.47121, -1.75113, -1.97163, -2.00951, -1.04401, -0.506838, -1.37073, -0.284619, -0.28799, -1.75652, -1.17336, -1.14054, -1.19331, -1.05736, -1.40938, -0.631857, -0.596382, -0.0532223, 0.789685, 1.7789, 1.80776, 0.606352, 0.257332, 0.188808, 0.3059, -0.288328, -0.679589, -0.904091, -0.450707, -0.42691
0.02, 0.0319375, -1.64391, -1.38649, -1.66101, -1.53265, -1.25993, -0.483514, 0.0554255, -0.895576, -0.685715, -0.0273748, -1.03184, -0.345237, -0.0635804, -0.687245, -0.130512, -0.210468, 0.428493, 0.41273, 1.34703, 2.45471, 2.14387, 0.855566, 0.406839, 0.30911, 0.275467, 0.592823, 1.01864, 0.855195, 1.10659, 0.611982
0.04, 0.0319375, -2.39628, -1.55445, -0.293752, -1.28087, -1.7783, -1.0967, 0.816252, 1.38742, -0.583057, -0.0403568, 0.593948, -0.6547, -0.312697, 0.358607, -0.407937, 1.01382, 0.15524, 1.04257, 1.55053, 2.67663, 2.02692, 0.687773, 0.139829, -0.579992, -0.135786, 0.226192, 0.889196, 1.26617, 0.968147, 0.677196
0.06, 0.0319375, -2.74201, -1.72594, 0.337091, -0.711719, -1.8121, -1.35817, 0.546029, 2.00405, 0.101282, -1.06141, 1.41989, 0.768984, -0.68325, 1.33735, 0.181006, 0.905058, 0.908762, 1.37038, 1.47771, 3.19266, 2.16991, 1.00736, 0.0167331, -0.477885, -0.0965794, 0.198334, 1.07796, 1.24744, 0.623323, 0.19243
0.08, 0.0319375, -2.41445, -1.61191, 0.602655, 0.510934, -2.29606, -1.39593, -0.0175571, 2.68588, 1.3752, -0.688041, 0.848169, 1.59822, -1.04712, 0.934971, 0.504503, 0.817959, 1.77153, 1.33993, 2.29786, 2.68404, 2.41376, 0.495436, -0.21884, -0.511628, 0.0769868, 0.331732, 0.912532, 1.20006, 0.332639, 0.232456
0.1, 0.0319375, -2.08812, -2.47461, 1.18911, 1.23985, -2.1698, -2.49897, -0.485083, 2.6139, 2.06181, -0.927386, 1.0859, 2.35444, -0.553112, 1.20272, 1.29479, 0.492057, 1.76828, 0.755096, 2.58157, 2.07038, 2.45762, 0.494669, -0.210697, -0.748726, 0.328547, 0.571838, 0.71633, 0.465094, -0.0627764, 0.64139
0.12, 0.0319375, -2.21957, -1.97449, 1.2156, 1.77965, -0.965388, -2.21573, -0.855264, 3.6636, 3.27563, -1.34609, 0.415042, 2.55875, 0.17501, 1.07283, 1.64112, -0.579806, 1.89849, 0.804514, 2.69803, 1.99348, 1.73464, 0.217438, -0.234852, 0.245682, 0.327717, 0.406935, 0.774955, 0.651304, 0.454931, 1.01925
0.14, 0.0319375, -2.35282, -1.65054, 1.36767, 2.1406, -0.538051, -2.03003, -0.734718, 3.56282, 3.47715, -1.23824, 0.244426, 2.74626, 0.841828, 0.272301, 1.44289, -0.662312, 2.22291, 0.991383, 2.68281, 2.24979, 1.19245, 0.0445754, 0.290603, 0.188139, 0.0703692, 0.190175, 1.02861, 1.42372, 0.67914, 0.923306
0.16, 0.0319375, -1.64137, -1.8046, 1.38651, 2.33225, -0.26109, -2.0925, -1.38268, 3.39604, 3.58869, -0.965664, -0.394536, 2.47105, 1.05449, -0.00564131, 1.07143, -0.785305, 1.89661, 1.09541, 2.55626, 2.16177, 1.45947, 0.160482, 0.649604, -0.155684, -0.291651, 0.439245, 1.32987, 1.38546, 0.562942, 0.937668
0.18, 0.0319375, -2.40213, -2.40245, 0.755081, 2.18313, 0.0843119, -1.80422, -1.06614, 3.1674, 3.85651, -0.271565, -0.475966, 2.37008, 1.67673, 0.197118, 2.46018, 0.452529, 1.6052, 1.24651, 2.03113, 1.37472, 0.890498, 0.485757, 0.92301, -0.342035, 0.130811, 0.994285, 2.00101, 1.41311, 0.354089, 1.20719
