# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -0.244682, 0.235296, 0.689242, 0.443574, 0.89377, 1.26731, 0.950327, 1.33451, 1.28015, 1.25857, 0.512961, 0.62591, 0.815973, 1.07957, 0.482811, 0.83175, 0.818099, 0.903971, 0.956506, 1.24257, 1.19116, 1.2871, 1.44806, 1.26162, 1.31642, 1.5076, 1.84096, 1.54959, 1.73243, 1.47557
0.02, 0.0319375, 0.427119, 1.0674, 0.306682, 0.153966, 0.971698, 0.546189, 1.14969, 0.738086, 0.552604, 0.238459, 0.165836, 0.72366, 0.603374, 0.141375, -0.485731, 0.609153, 1.46967, 1.59885, 1.20867, 1.43742, 1.10796, 1.57329, 2.12324, 1.91632, 1.6001, 1.25714, 1.62343, 1.64974, 2.13394, 2.0976
0.04, 0.0319375, 0.51621, 0.388893, -0.10713, 0.171849, 0.835045, 0.834189, 1.20597, 0.630692, 0.449194, 0.367099, 0.272092, 0.209183, -0.154075, -0.0407462, -0.0164507, 0.914272, 0.888075, 0.837484, 0.96708, 1.0922, 1.12327, 1.20409, 1.42773, 1.44695, 1.55256, 1.71993, 1.55113, 1.89528, 1.87497, 1.83078
0.06, 0.0319375, 0.0789286, 0.435543, 0.192362, 0.0538862, 0.728341, 0.336282, -0.127028, 0.455251, 0.914086, 0.723928, -0.163262, -0.166031, 0.184209, 0.200464, 0.0731053, 0.285468, 0.399943, 1.00564, 0.730125, 0.637323, 0.745596, 0.759797, 1.09665, 1.2093, 0.879562, 1.23332, 1.39443, 1.5867, 1.73757, 1.40996
0.08, 0.0319375, 0.202125, 0.25923, 0.321094, 0.369856, 0.236371, 0.193597, -0.250935, 0.291409, 0.296343, 0.453754, 0.0523265, -0.213666, 0.551444, 1.05221, 0.591046, 0.41036, 0.673948, 0.658306, 1.38064, 1.04732, 0.695291, 0.753136, 1.39272, 1.37417, 1.24421, 1.90646, 1.58071, 1.72018, 1.99264, 1.78494
0.1, 0.0319375, 0.136933, 0.0377129, 0.32288, -0.0621553, 0.189108, 0.346438, 0.727657, -0.0963139, 0.329619, 0.688846, 0.477969, 0.0933977, 0.274251, 0.448377, 0.297453, 0.414927, 0.528694, 0.243529, 0.669292, 0.55844, 0.635051, 0.95509, 1.14597, 0.99022, 1.00916, 1.47802, 1.20821, 1.1332, 1.3302, 1.63842
0.12, 0.0319375, 0.0825427, 0.142455, 0.223821, 0.23832, -0.0121098, 0.512688, 0.729796, 0.631499, 0.710906, 0.455897, 0.237533, 0.139639, 0.138485, 0.661882, 0.79309, 0.787605, 1.17987, 0.592936, 0.79217, 1.21772, 1.08393, 1.34452, 0.91568, 1.23198, 1.24969, 1.31138, 1.22004, 1.71018, 2.07376, 1.6528
0.14, 0.0319375, -0.212691, 0.00765663, 0.073612, 0.108748, 0.728635, 0.814283, 0.501688, 0.204283, 0.429825, 0.538925, 0.568608, 0.58826, 0.270338, 0.585882, 0.701762, 0.790883, 0.894103, 1.09951, 1.50457, 2.03139, 1.95424, 2.4202, 2.50305, 2.04861, 1.80217, 1.72991, 1.78618, 1.76806, 2.03364, 1.74325
0.16, 0.0319375, -0.783506, -0.465113, 0.0748998, -0.114943, 0.287717, 0.654287, 0.793456, 0.470117, 0.883669, 0.520306, 0.520599, 0.31985, 0.658036, 0.752506, 0.851447, 0.867035, 0.714881, 0.682252, 1.01765, 1.26367, 1.17272, 1.61889, 1.18824, 1.47015, 1.25402, 1.56607, 1.68851, 1.79809, 1.83709, 1.89145
0.18, 0.0319375, -0.00738804, -0.263776, 0.575448, -0.238518, -0.557333, 0.599366, 0.346995, 0.20406, 0.857653, 0.433117, 0.22637, 0.766197, 0.285551, 0.237575, 0.646083, 0.82609, 0.563492, 0.515419, 0.951503, 0.803959, 0.850165, 0.617811, 1.19163, 1.21476, 1.32001, 0.87441, 1.35555, 1.65723, 2.39827, 2.16409
0.2, 0.0319375, -0.11453, 0.0115836, 0.413569, -0.34262, 0.532794, 0.523355, 0.660323, 0.687715, 0.587709, 0.838677, 0.680764, 0.636684, 1.10449, 0.796757, 1.02415, 0.877692, 1.02968, 0.86961, 1.16659, 0.961536, 0.897351, 0.794615, 0.922022, 1.2353, 1.35972, 1.06662, 1.11876, 1.44121, 1.58981, 1.67949
0.22, 0.0319375, 0.401928, 0.370148, -0.00637293, 0.227656, -0.307384, -0.0460634, 0.249083, 0.592266, 0.613038, 0.45032, 0.0076894, 0.00137925, 0.742499, 1.0109, 0.416159, 0.681831, 1.08667, 0.946292, 0.88335, 0.853902, 1.09201, 1.11598, 1.05877, 0.884636, 1.27023, 1.41931, 1.30942, 1.56072, 1.7691, 1.65386
0.24, 0.0319375, -0.113251, 0.338755, 0.0470481, 0.0531034, 0.373837, 0.699918, 0.926727, 1.11124, 1.173, 0.790886, 0.133014, 0.232714, 0.338475, 0.427466, 0.303563, 1.21438, 1.21037, 1.05435, 1.18879, 1.03785, 0.608953, 1.36723, 0.958245, 1.05084, 1.35074, 1.57051, 1.58275, 1.54397, 1.30158, 1.79511
0.26, 0.0319375, -0.694678, 0.121298, -0.298685, -0.586023, 0.300807, 0.218028, 0.318093, 0.0513972, -0.568306, 0.472892, 0.269251, -0.112076, 0.358866, 0.804937, 0.50315, 0.847106, 0.960896, 1.12374, 1.23129, 0.874882, 1.16155, 0.797311, 0.735014, 1.15299, 1.25684, 1.30055, 1.52242, 1.52649, 1.25461, 1.69749
0.28, 0.0319375, -0.494021, -0.0491045, -0.076815, 0.331458, 0.709139, 0.626323, 1.01504, 0.638812, 0.863384, 1.33004, 1.52934, 1.88115, 1.63883, 2.25533, 2.12128, 2.85695, 2.85924, 2.36088, 1.73699, 2.55349, 2.48096, 2.0501, 2.35668, 2.99934, 2.91377, 2.81423, 2.66246, 2.38843, 2.23972, 2.529
0.3, 0.0319375, -0.376568, -0.847101, -0.158124, -0.371553, 1.00996, 0.963124, 0.819103, 0.583259, 0.568375, 0.533845, 0.423065, 0.549947, 0.847307, 1.59112, 1.59911, 1.59906, 1.75449, 1.90596, 1.97605, 1.81424, 1.94003, 2.31605, 2.43087, 2.33496, 2.11346, 2.46363, 2.2117, 2.02485, 1.87329, 1.93378
0.32, 0.0319375, 0.128375, 0.0969844, 0.0150841, 0.0566531, 0.253773, 0.512691, 1.11921, 0.69346, 0.722043, 0.61224, 0.545123, 1.31142, 1.68848, 1.54021, 1.76652, 2.13348, 2.23572, 2.37355, 2.41044, 2.7105, 2.05423, 2.37913, 2.62517, 3.12237, 2.845, 2.48123, 2.5085, 2.10422, 2.21562, 2.31034
0.34, 0.0319375, -0.108625, 0.375459, 0.15554, 0.451685, 1.10501, 0.50593, 0.717372, 0.641458, 0.216679, 0.240009, -0.0465709, 0.8222, 0.936943, 1.33133, 0.93717, 1.15235, 1.7275, 2.00385, 2.28715, 1.93277, 1.61952, 1.81214, 2.2486, 2.24823, 1.82766, 2.19698, 2.00887, 2.11016, 2.01287, 2.11048
