# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 1.3028, 1.37225, 0.652237, 1.03877, 1.32428, 0.75513, 1.14525, 0.599293, 0.943948, 0.534271, 0.530217, 0.410338, 0.659854, 1.04553, 0.977399, 1.08158, 0.704404, 0.343765, 0.606659, 0.726258, 0.998395, 0.295651, 0.227471, -0.0102337, 0.0769943, -0.167857, -0.296712, -0.493705, -0.678616, -0.671767
0.02, 0.0319375, 1.86636, 1.71566, 1.07564, 0.540104, 1.09679, 1.09762, -0.0300635, 0.483063, 1.48254, 1.45337, 1.34877, 1.13237, 0.670337, 0.828734, 0.822522, 1.18869, 1.13483, 1.6127, 1.63236, 0.939095, 1.15021, 0.447298, 0.631912, 0.402387, 0.310092, 0.0745502, 0.0263052, -0.0227456, -0.124528, -0.425327
0.04, 0.0319375, 1.59235, 0.820507, 0.842336, 0.684473, 0.894719, 0.57222, 0.500229, 0.598113, 0.669015, 1.04746, 0.639092, -0.133915, 0.255501, 0.486879, 0.452799, 0.825394, 0.738855, 0.267877, -0.0799045, 0.511157, 0.274072, 0.130099, -0.222729, -0.112203, -0.394947, -0.343833, -0.299878, -0.455879, -0.880765, -0.553032
0.06, 0.0319375, 2.28807, 1.61481, 0.254984, 0.824716, 1.03103, 0.857222, 0.859594, 1.34904, 1.1199, 0.957962, 0.623948, 1.03594, 1.07904, 1.44788, 0.825503, 1.19401, 1.23788, 0.879445, 0.35779, 0.565657, 0.712228, 0.478426, 0.320727, -0.0121569, -0.0641451, -0.35077, -0.417877, -0.502069, -0.680707, -0.385984
0.08, 0.0319375, 1.10876, 1.34884, 1.82395, 1.16297, 1.21714, 0.808921, -0.0895174, 0.937483, 0.627973, 0.331939, 0.773592, 1.06528, 1.08598, 0.871229, 0.850482, 1.09336, 1.18349, 0.571893, 1.23782, 1.35499, 0.747415, 0.313962, 0.244903, 0.233899, 0.306079, 0.184567, -0.384673, -0.349524, -0.432691, -0.266208
0.1, 0.0319375, 1.37365, 1.55465, 1.52824, 1.585, 1.88406, 1.23016, 1.62745, 1.7249, 1.19789, 1.0436, 0.666105, 1.1306, 0.62203, 1.09647, 0.341534, 0.821298, 0.729826, 0.691899, 0.506495, 0.56933, 0.588366, 0.340404, -0.126707, -0.349143, -0.336471, -0.286838, -0.688537, -0.643327, -0.888828, -0.750225
0.12, 0.0319375, 1.26709, 0.570728, 0.903458, 0.637548, 0.660473, 0.12145, 1.24303, 1.50283, 0.664059, 0.523994, 0.590734, 1.18292, 0.697942, 0.373351, -0.359789, 0.090613, -0.0788112, 0.164531, 0.236303, 0.164962, -0.0886661, -0.398976, -0.0574997, -0.00570749, -0.672669, -0.875877, -0.891435, -0.842055, -0.951835, -1.04624
0.14, 0.0319375, 1.00274, 1.10312, 0.391011, 0.539386, 0.614009, 1.29564, 0.924505, 1.01419, 0.786868, 0.45725, 0.723632, 1.19811, 0.797779, 0.863124, 0.602023, 0.880893, 0.288178, 0.264051, 0.602249, 0.698308, 0.379358, 0.317127, -0.0297735, -0.448592, -0.532002, -0.455417, -0.714283, -0.942937, -1.08892, -0.916254
0.16, 0.0319375, 1.18697, 0.53559, 0.199066, 0.459807, 1.0439, 0.743877, 1.14858, 1.38416, 1.32862, 0.583171, 0.963158, 1.82281, 1.65049, 0.827828, 1.18086, 1.25512, 1.08346, 0.992596, 0.998772, 0.890244, 0.651383, 0.270886, 0.551209, 0.0578487, 0.322412, -0.132862, -0.380851, -0.32811, -0.623648, -0.988022
0.18, 0.0319375, 0.899824, 0.880516, 0.909652, 1.34104, 1.33889, 1.01282, 1.01443, 1.03285, 0.82614, 0.973937, 0.711506, 0.379982, 0.873198, 1.13338, 0.914596, 1.15712, 0.969019, 0.605892, 0.662575, 0.702895, 0.375278, -0.0261375, -0.0872189, -0.300795, 0.0616006, -0.568116, -1.03824, -1.07084, -1.06946, -0.957739
0.2, 0.0319375, 1.2181, 1.063, 1.32472, 1.32421, 1.54844, 0.49156, 1.38241, 1.2205, 1.17337, 0.624385, 0.21631, 1.24814, 1.48807, 1.29324, 1.16979, 1.43047, 1.07275, 1.12163, 0.884776, 0.974912, 1.2773, 0.85021, 0.814327, -0.0711566, -0.238341, -0.105084, -0.634878, -0.30669, -0.344195, -0.476885
