# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, -2.5453, -2.55258, -3.04069, -2.83958, -2.92789, -2.39396, -2.77503, -2.69091, -2.66829, -2.73137, -3.08318, -3.17452, -3.27903, -3.34443, -3.20854, -3.25928, -3.39899, -3.31736, -3.37729, -3.39777, -3.24705, -3.33178, -3.66168, -3.8714, -3.52596, -3.42095, -3.35373, -3.45018, -3.39755, -3.29014
0.02, 0.0319375, 0.00478729, 0.584304, 0.586865, 0.223777, -0.238163, -0.793327, -0.266846, 0.547227, 1.12359, 0.568013, 0.108292, 0.340746, 0.64918, 0.49591, 0.624242, 0.340799, 0.537593, 1.21855, 0.910153, 0.735287, 0.943004, 0.349428, 0.60777, 0.933461, 1.31113, 1.35778, 1.30114, 1.3245, 1.58753, 1.91573
0.04, 0.0319375, -0.579634, -0.112197, 0.0275731, 0.744136, 1.37897, 1.1042, 0.358236, 0.79241, 1.44146, 1.32947, 0.841664, 0.695179, 1.79329, 0.937974, 1.15212, 1.43675, 1.07551, 1.25565, 1.39133, 2.13335, 2.0983, 1.78977, 1.53457, 2.26658, 2.22989, 2.58209, 2.65622, 2.95512, 2.61322, 2.97265
0.06, 0.0319375, -1.02418, -0.456104, -0.547554, 0.0215753, 0.453844, 0.299154, 0.422056, 0.156057, 0.272962, 0.483154, 0.306992, -0.0330476, -0.127955, 0.139638, 0.322106, 0.153366, 0.367919, 0.544117, 0.765911, 1.17774, 0.894722, 1.07823, 1.01925, 1.28326, 1.26484, 1.52183, 1.87173, 1.52293, 1.89101, 2.31112
0.08, 0.0319375, -1.70885, -0.339756, -0.618771, -0.37371, -0.144058, -0.33907, -0.00357922, -0.130264, 0.2953, -0.338927, -0.708081, -0.547526, -0.777462, -0.389105, -0.657201, -0.288512, -0.29808, 0.1483, -0.0272537, 0.220732, 0.590393, 0.203209, 0.119625, 0.751654, 0.558372, 1.01815, 1.27085, 1.22883, 0.782847, 1.29538
0.1, 0.0319375, -1.22589, -0.887087, -0.557146, -1.20668, -0.865451, -1.02336, -0.58331, -0.709633, -0.63828, -0.301731, -0.79171, -0.727567, -0.742674, -0.481907, -0.78798, -0.502711, 0.310734, -0.0665903, 0.114459, 0.15439, -0.213118, 0.148109, -0.313606, -0.403894, 0.0631656, 0.282592, 0.640771, 0.578093, 0.519411, 0.814052
0.12, 0.0319375, -0.844176, -0.251452, -0.699791, -0.964876, 0.0667844, 0.0453986, 0.207027, -0.396224, -0.125373, -0.411183, -0.227141, 0.00238943, 0.124587, -0.369007, -0.7472, -0.12076, 0.164924, -0.0211777, 0.176376, -0.209761, 0.0247581, 0.519913, 0.385819, -0.00214007, -0.240732, 0.0657627, 0.144256, 0.0415474, 0.0582823, 0.18764
0.14, 0.0319375, -0.359124, 0.00601506, -0.965843, -0.327944, 0.253909, 0.979957, 1.50336, 0.398337, 0.164323, 0.560551, 0.630519, -0.0202645, 0.170146, 1.24995, 1.10764, 0.873663, 0.966327, 0.9088, 0.559846, 1.21552, 1.11444, 0.60548, 0.385912, 0.356429, 0.730535, 0.790573, 0.757104, 0.967664, 1.18638, 1.08187
0.16, 0.0319375, -0.2178, 0.447829, -0.530108, -0.373508, 0.644138, 0.700397, 0.312064, 1.06576, 1.16674, 1.3687, 0.749219, 0.818276, 0.854953, 1.21118, 0.763608, 1.63306, 1.72718, 2.38797, 2.83485, 2.06862, 2.43845, 3.10039, 3.08541, 2.06895, 1.41038, 1.75075, 1.34416, 0.972433, 1.30557, 1.27321
0.18, 0.0319375, -0.591557, -0.131041, -0.861923, -0.647394, 0.416885, 0.278345, -0.183204, -1.02122, -0.107781, 0.563154, 0.140382, -0.675355, -0.282777, 0.308059, -0.429489, 0.496931, 1.28829, 1.30075, 0.954874, 1.09642, 1.45843, 1.30151, 1.23903, 0.255765, 0.288852, 0.0947826, 0.0689761, 0.181734, 0.399071, 0.374322
