# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 1.15185, 2.42276, 3.11045, 2.25936, 1.73266, 0.811462, 1.04136, 1.66581, 1.05066, 0.878321, 0.875208, -0.0171453, 0.112063, 0.531775, 0.318094, 0.256268, 1.20066, 1.43936, 1.60722, 1.17266, 0.610891, 0.64815, 0.36181, 0.816422, 0.605784, 0.37723, 0.533225, 0.454037, -0.0769681, -0.201493
0.02, 0.0319375, 0.441888, 2.64377, 3.41288, 1.27487, 0.845615, 1.13817, 1.74007, 1.68768, 1.24432, 0.609017, 0.39484, 0.295267, 0.167174, -0.261546, 0.0668658, 0.377956, 1.24397, 1.19263, 1.05739, 1.22077, 0.883499, 0.55532, 1.03022, 0.713889, 0.450116, 0.52225, 0.171296, 0.190913, -0.00468192, -0.0804978
0.04, 0.0319375, 0.603624, 2.62774, 3.41153, 1.67151, 1.09576, 0.751058, 1.96575, 2.23139, 1.44219, 0.708018, 0.500052, 0.733953, 0.861272, 0.841948, 0.224441, 0.459226, 1.18936, 1.6539, 1.03295, 0.75943, 0.581455, 0.630031, 0.268146, 0.506707, 0.678123, 0.620371, 0.599679, 0.464093, 0.101696, 0.112699
0.06, 0.0319375, 0.986917, 2.36738, 3.31016, 1.82829, 1.39127, 1.21819, 1.31969, 1.1612, 1.1082, 1.06522, 1.01058, 0.800815, 0.548788, 0.246865, 0.00702364, 0.349308, 1.92091, 2.49667, 1.34843, 1.11561, 0.585064, 0.31457, 0.746655, 0.891636, 0.793596, 0.586598, 0.383292, 0.0476116, 0.0152266, -0.020716
0.08, 0.0319375, 0.442826, 2.08477, 2.99099, 1.79454, 1.46295, 0.895841, 1.32023, 1.2891, 1.54061, 0.341063, 0.519222, 0.592003, 0.6762, 0.815573, 0.00892389, 0.847816, 1.88578, 2.11838, 1.19579, 0.711065, 0.570775, 0.719603, 0.733446, 0.807724, 0.741307, 0.461939, 0.602643, 0.526927, -0.0309282, -0.0145763
0.1, 0.0319375, 0.867638, 1.67536, 2.45189, 2.61819, 1.29225, 1.02001, 0.591805, 1.22618, 1.29363, 0.761104, 0.639146, 0.0127488, 0.472157, 0.781517, 0.214354, 0.796312, 1.86846, 2.61726, 1.64016, 0.984479, 0.743727, 0.391774, 0.52385, 0.363376, 0.6922, 0.384246, 0.759261, 0.514081, 0.286956, -0.00696612
0.12, 0.0319375, 0.555297, 2.66823, 3.49388, 2.58482, 1.71755, 1.18458, 1.11411, 0.647585, 0.492501, 0.233255, 0.434034, 0.455915, 0.304326, 0.393881, 0.247345, 0.479188, 1.8554, 2.7246, 1.76461, 1.14166, 0.591436, 0.298925, 0.389593, 0.869795, 0.616191, 0.72896, 0.716598, 0.736008, 0.164854, 0.0260231
0.14, 0.0319375, 0.153339, 2.35687, 3.31782, 1.86992, 1.50791, 0.975576, 1.80496, 1.71657, 1.78374, 1.3375, 1.06971, 0.379819, 0.660542, 0.204676, 0.0468552, 0.489466, 1.9017, 2.52356, 1.60604, 0.863871, 0.586764, 0.628509, 1.00596, 0.637493, 0.502813, 0.366923, 0.529312, 0.431252, 0.0828292, 0.114214
0.16, 0.0319375, 0.400681, 2.38825, 2.63304, 1.53751, 1.02769, 0.710028, 1.85694, 1.62756, 1.32981, 0.919632, 0.614815, 0.452955, 0.7009, 0.0303331, 0.248834, 0.34594, 1.31193, 2.30725, 1.74425, 1.10523, 0.799345, 0.542739, 0.355472, 0.702357, 0.861223, 0.375772, 0.210763, 0.23584, 0.467461, 0.210875
0.18, 0.0319375, 1.1216, 2.66717, 3.50721, 2.47419, 1.08418, 1.2293, 2.13614, 1.77337, 1.28333, 0.722132, 0.0751804, 0.604434, 0.427034, 0.532897, 0.807824, 0.795665, 1.36524, 2.16762, 1.41754, 1.21728, 0.579359, 0.617128, 0.65384, 0.326632, 0.496669, 0.440213, 0.653868, 0.340706, 0.161244, 0.220127
0.2, 0.0319375, 0.830301, 2.66293, 3.79467, 2.65893, 1.91544, 1.41078, 1.39522, 1.77798, 1.20045, 1.61111, 1.28246, 0.485971, 0.515704, 0.613773, 0.432397, 0.683522, 1.63374, 2.20114, 1.52303, 0.98048, 0.239824, 0.644063, 0.772102, 0.937927, 0.797421, 0.7913, 0.853263, 0.449239, 0.227068, 0.202358
0.22, 0.0319375, 0.906488, 2.91541, 3.95409, 1.98978, 1.6707, 1.44145, 2.09238, 2.43404, 1.32643, 1.3004, 0.941808, 0.672066, 1.24498, 0.943374, 0.477946, 1.24976, 1.62148, 2.19069, 1.73421, 1.51695, 1.65718, 1.84644, 2.04696, 1.56885, 1.5275, 1.09167, 0.926298, 1.32645, 1.06006, 0.566861
0.24, 0.0319375, 1.27342, 1.87552, 2.5361, 2.75458, 2.20857, 0.607992, 2.17188, 2.41648, 1.86197, 0.985071, 0.6931, 0.384206, 0.853769, 1.00158, 0.410774, 0.691174, 1.9365, 2.68121, 1.7725, 1.12811, 1.29542, 1.5923, 1.51416, 1.22656, 1.00106, 0.806081, 0.864117, 0.834614, 0.586217, 0.381773
0.26, 0.0319375, 1.04426, 2.24746, 3.64774, 2.21915, 1.7391, 0.885891, 2.53629, 2.52889, 0.80195, 0.813195, 1.07834, 0.736729, 0.787428, 1.1642, 0.372329, 0.719298, 1.63139, 2.38465, 1.50637, 0.764707, 0.89229, 1.2441, 1.23197, 1.25893, 0.998172, 0.673796, 0.536995, 0.470215, 0.451703, 0.436289
0.28, 0.0319375, 0.202273, 2.54005, 4.1274, 2.23552, 1.23134, 1.33655, 2.4671, 2.37807, 0.88659, 0.61388, 0.314776, -0.136103, 0.831961, 0.928821, 0.741271, 1.31255, 1.90266, 2.55812, 1.75047, 1.19076, 1.3536, 1.04598, 1.14824, 0.999669, 0.485789, 0.806167, 0.930611, 0.617933, 0.659095, 0.359818
0.3, 0.0319375, 0.671405, 2.99059, 4.19795, 1.90275, 1.37121, 1.02496, 2.52771, 2.63773, 1.22228, 1.17234, 0.992541, 0.937902, 1.17333, 0.948565, 0.408124, 1.02289, 1.47271, 2.75526, 2.00754, 0.990424, 1.00322, 1.25807, 1.35179, 1.6262, 1.29626, 0.575659, 0.615855, 0.661199, 0.510151, 0.505891
0.32, 0.0319375, 1.47497, 2.74772, 3.6923, 2.42908, 1.86324, 1.57916, 2.43722, 2.43509, 1.19567, 1.15975, 1.22708, 1.39577, 0.999419, 1.1422, 0.819305, 0.686163, 1.42176, 2.75792, 2.25489, 1.23374, 0.989253, 1.35497, 1.1906, 1.05302, 1.15294, 0.741292, 0.946974, 0.925837, 0.364119, 0.55481
0.34, 0.0319375, 0.740038, 2.61454, 3.70247, 2.11599, 1.58442, 0.845432, 1.87674, 2.19223, 1.28385, 1.47328, 1.27003, 0.594899, 0.705992, 0.644131, 0.701331, 0.732775, 1.85836, 2.90257, 2.21446, 1.25755, 0.936533, 1.17325, 1.47897, 1.06718, 0.964574, 0.89004, 0.782083, 0.453594, 0.361456, 0.374685
0.36, 0.0319375, 0.833671, 2.24757, 3.66574, 2.5764, 1.84621, 0.563006, 2.19886, 1.89321, 1.15385, 1.44743, 0.978781, 0.471826, 1.17468, 0.915446, 0.136419, 0.954809, 1.43654, 2.38302, 2.36408, 1.58317, 1.13544, 1.03968, 0.84483, 0.742349, 0.847694, 1.0176, 0.803046, 0.459959, 0.433176, 0.392811
0.38, 0.0319375, 0.35538, 2.04916, 3.7917, 2.85797, 1.41348, 1.45312, 2.09679, 2.08237, 1.54036, 1.50684, 0.949292, 0.187273, 0.891878, 0.685482, 0.519128, 1.16343, 1.77312, 2.94571, 2.47925, 1.02031, 0.715262, 1.31669, 1.10971, 0.989865, 0.789516, 0.773127, 1.0186, 0.964242, 0.535021, 0.5259
0.4, 0.0319375, 0.77344, 2.83395, 4.12134, 2.45491, 1.74843, 1.11397, 2.34296, 2.61426, 0.99108, 1.25914, 1.23737, 0.538803, 0.636285, 1.32492, 0.481882, 1.08176, 1.14649, 2.25542, 2.12121, 1.54502, 0.902234, 0.648514, 0.878597, 0.78636, 0.845028, 0.884411, 0.66175, 0.407122, 0.452929, 0.148131
0.42, 0.0319375, 0.613853, 2.51833, 3.57523, 2.68147, 1.65786, 0.823344, 2.69723, 2.72183, 0.805724, 0.806227, 0.912046, 0.677942, 1.02642, 0.739782, 0.232912, 0.807169, 1.09715, 2.69072, 2.3385, 0.895801, 0.636749, 1.04159, 1.11929, 0.951133, 0.857912, 1.24329, 1.10207, 0.71015, 0.706951, 0.105132
0.44, 0.0319375, 1.06988, 2.04409, 4.08652, 2.97348, 1.90884, 1.36006, 2.95347, 2.9102, 1.3599, 1.25299, 0.872426, 0.457292, 0.321214, 0.193782, 0.630414, 0.793851, 1.2771, 2.76619, 2.04294, 1.36026, 0.99193, 1.13569, 1.35863, 1.04289, 0.769907, 0.87232, 0.780473, 0.548381, 0.503227, 0.310428
