# Time (seconds), Duration (seconds), f0, f1, f2, f3, f4, f5, f6, f7, f8, f9, f10, f11, f12, f13, f14, f15, f16, f17, f18, f19, f20, f21, f22, f23, f24, f25, f26, f27, f28, f29
0, 0.0319375, 0.836339, 0.739615, 0.875931, 0.965296, 0.939732, 1.01108, 0.617629, 1.28277, 1.012, 0.605124, 0.00860388, 0.720705, 0.511057, 0.0978006, 0.0722958, 0.387954, 0.311674, 0.625696, 0.482937, 0.819368, 0.864614, 0.877616, 0.780621, 0.968567, 1.1035, 1.02665, 1.1854, 1.04811, 1.13322, 1.43727
0.02, 0.0319375, 1.24765, 1.31034, 0.298751, 0.606738, 1.07576, 0.879705, 0.90326, 0.568941, 0.984702, 0.808968, 0.906047, 0.966633, 0.128873, 0.441467, 0.659321, 0.258278, 0.465483, 0.657618, 0.494596, 0.325705, 0.605914, 0.0464413, -0.0065868, 1.06496, 1.13617, 0.812868, 1.1968, 0.900477, 1.0221, 1.29947
0.04, 0.0319375, 0.069194, 0.752464, 0.303461, 0.551539, 0.791794, 1.18875, 0.495547, 1.15898, 1.03769, 1.16205, 0.366792, 0.347109, 0.917193, 0.401666, 0.523638, 0.502626, 0.201123, 0.281938, 0.0211226, 0.79465, 0.794211, 0.616179, 0.817742, 0.712636, 0.691415, 0.863495, 0.86022, 1.0213, 1.09359, 0.986951
0.06, 0.0319375, 0.560985, 0.358669, 0.197465, 0.0360245, 0.415854, 1.57596, 1.32185, 1.71332, 1.28796, 1.38733, 0.989171, 0.711301, 0.110183, 0.675071, 0.239806, 0.461641, 0.414979, 0.336474, 0.0723117, 0.202249, 0.47101, 0.734129, 0.462674, 0.450557, 1.16028, 1.00275, 1.14081, 1.29501, 1.05034, 1.22322
0.08, 0.0319375, 0.633704, 1.40967, 1.27656, 0.537643, 1.35725, 1.1033, 0.58514, 1.03619, 1.38701, 0.864539, 0.30588, 0.465946, 0.367836, -0.0931944, 0.010398, 0.648954, 0.594582, 0.362136, 0.426218, 0.557051, 0.768874, 0.955412, 0.745836, 0.346737, 0.42563, 0.876809, 1.07648, 0.859208, 0.972101, 1.27532
0.1, 0.0319375, 0.519578, 0.827987, 0.387824, -0.469228, 0.616497, 0.861098, 1.40888, 1.0207, 1.02278, 0.746728, 0.895592, 0.604463, 0.539089, 1.01187, 1.09593, 0.836582, 0.249372, 0.432116, 0.918663, 0.792915, 0.574807, 0.356089, 0.501355, 0.884997, 0.831172, 1.21015, 0.999713, 0.93822, 0.676077, 1.07858
0.12, 0.0319375, 1.00271, 1.35204, 1.04819, 1.704, 1.55136, 1.39861, 1.43121, 1.12148, 0.801278, 0.821602, 0.615129, 0.583618, 0.545401, 0.670198, 0.641522, 0.742247, 0.568686, 0.649566, 0.950415, 0.696691, 0.561301, 0.47285, 0.175511, 0.588054, 0.596033, 1.0238, 0.913606, 0.788487, 0.90248, 1.22074
0.14, 0.0319375, 1.5596, 1.17451, 1.12625, 0.353515, 0.354904, 0.979856, 0.698171, 1.01355, 1.17925, 0.817164, 1.05295, 0.737033, 0.220137, 0.129145, -0.167773, 0.0801535, 0.813036, 0.266738, 0.0756407, 0.534448, 0.840298, 0.413592, 0.657659, 0.676256, 0.669339, 0.87333, 0.726583, 0.840642, 1.02732, 0.963188
0.16, 0.0319375, 0.656151, 0.721624, 0.892633, 0.60029, 1.24728, 0.851224, 0.746945, 1.41601, 1.33869, 1.20207, 0.638458, 0.346792, 0.43697, 0.653403, 0.494837, 0.23096, 0.0577698, 0.587477, 0.176749, 0.824315, 0.913677, 1.03561, 1.10877, 1.38661, 1.0764, 1.25289, 1.47185, 2.01327, 2.11486, 1.66873
0.18, 0.0319375, 0.630614, 1.25596, 0.802003, 0.876981, 1.17372, 1.1336, 1.12137, 1.63042, 1.22335, 1.0041, 0.957009, 0.521402, 0.935651, 0.476175, 0.365489, 0.85325, 0.726743, -0.24048, 0.267512, 0.728271, 0.762082, 0.985173, 1.21768, 1.05004, 1.12061, 1.49121, 1.0965, 1.27006, 1.21597, 1.44625
